,Forma
4643,debito
4644,credito
4645,credito
4646,credito
4647,credito
4648,debito
4649,debito
4650,dinheiro
4651,pix
4652,pix
4653,pix
4654,credito
4655,credito
4656,credito
4657,boleto
4658,credito
4659,dinheiro
4660,credito
4661,credito
4662,credito
4663,pix
4664,credito
4665,debito
4666,credito
4667,credito
4668,credito
4669,boleto
4670,dinheiro
4671,credito
4672,credito
4673,debito
4674,debito
4675,debito
4676,credito
4677,credito
4678,boleto
4679,credito
4680,credito
4681,credito
4682,credito
4683,credito
4684,pix
4685,boleto
4686,credito
4687,credito
4688,credito
4689,credito
4690,pix
4691,credito
4692,credito
4693,credito
4694,dinheiro
4695,boleto
4696,debito
4697,credito
4698,dinheiro
4699,credito
4700,credito
4701,credito
4702,credito
4703,pix
4704,credito
4705,credito
4706,credito
4707,credito
4708,credito
4709,debito
4710,credito
4711,boleto
4712,boleto
4713,credito
4714,credito
4715,credito
4716,credito
4717,credito
4718,pix
4719,credito
4720,dinheiro
4721,pix
4722,credito
4723,credito
4724,credito
4725,debito
4726,credito
4727,debito
4728,pix
4729,credito
4730,credito
4731,credito
4732,credito
4733,pix
4734,credito
4735,credito
4736,boleto
4737,credito
4738,debito
4739,credito
4740,credito
4741,dinheiro
4742,credito
4743,pix
4744,credito
4745,debito
4746,pix
4747,credito
4748,credito
4749,credito
4750,debito
4751,debito
4752,credito
4753,dinheiro
4754,credito
4755,credito
4756,debito
4757,dinheiro
4758,debito
4759,boleto
4760,boleto
4761,pix
4762,credito
4763,credito
4764,credito
4765,credito
4766,pix
4767,credito
4768,credito
4769,credito
4770,pix
4771,credito
4772,debito
4773,boleto
4774,credito
4775,debito
4776,credito
4777,credito
4778,credito
4779,pix
4780,boleto
4781,pix
4782,credito
4783,credito
4784,credito
4785,pix
4786,pix
4787,credito
4788,boleto
4789,pix
4790,pix
4791,credito
4792,credito
4793,credito
4794,credito
4795,credito
4796,credito
4797,credito
4798,pix
4799,boleto
4800,boleto
4801,boleto
4802,debito
4803,pix
4804,credito
4805,credito
4806,boleto
4807,credito
4808,credito
4809,debito
4810,credito
4811,credito
4812,dinheiro
4813,boleto
4814,pix
4815,debito
4816,credito
4817,pix
4818,pix
4819,pix
4820,credito
4821,credito
4822,credito
4823,credito
4824,credito
4825,boleto
4826,debito
4827,debito
4828,debito
4829,pix
4830,dinheiro
4831,pix
4832,credito
4833,credito
4834,boleto
4835,credito
4836,dinheiro
4837,credito
4838,pix
4839,pix
4840,credito
4841,credito
4842,credito
4843,debito
4844,pix
4845,debito
4846,credito
4847,pix
4848,credito
4849,pix
4850,dinheiro
4851,boleto
4852,credito
4853,credito
4854,debito
4855,pix
4856,credito
4857,credito
4858,credito
4859,credito
4860,credito
4861,credito
4862,credito
4863,credito
4864,credito
4865,credito
4866,dinheiro
4867,credito
4868,credito
4869,debito
4870,debito
4871,credito
4872,credito
4873,credito
4874,credito
4875,credito
4876,dinheiro
4877,boleto
4878,credito
4879,dinheiro
4880,pix
4881,credito
4882,boleto
4883,credito
4884,credito
4885,boleto
4886,boleto
4887,credito
4888,pix
4889,credito
4890,credito
4891,pix
4892,credito
4893,debito
4894,pix
4895,credito
4896,credito
4897,credito
4898,credito
4899,credito
4900,credito
4901,credito
4902,credito
4903,credito
4904,dinheiro
4905,pix
4906,credito
4907,credito
4908,credito
4909,credito
4910,debito
4911,debito
4912,credito
4913,debito
4914,debito
4915,credito
4916,credito
4917,debito
4918,credito
4919,credito
4920,debito
4921,credito
4922,pix
4923,pix
4924,credito
4925,debito
4926,boleto
4927,boleto
4928,credito
4929,credito
4930,credito
4931,credito
4932,credito
4933,credito
4934,pix
4935,debito
4936,credito
4937,credito
4938,pix
4939,debito
4940,credito
4941,debito
4942,pix
4943,credito
4944,credito
4945,dinheiro
4946,boleto
4947,credito
4948,pix
4949,credito
4950,dinheiro
4951,credito
4952,credito
4953,pix
4954,credito
4955,credito
4956,credito
4957,credito
4958,pix
4959,credito
4960,credito
4961,debito
4962,credito
4963,dinheiro
4964,pix
4965,pix
4966,pix
4967,credito
4968,dinheiro
4969,debito
4970,pix
4971,pix
4972,debito
4973,credito
4974,boleto
4975,pix
4976,credito
4977,credito
4978,credito
4979,credito
4980,boleto
4981,debito
4982,credito
4983,dinheiro
4984,dinheiro
4985,dinheiro
4986,credito
4987,credito
4988,debito
4989,credito
4990,boleto
4991,boleto
4992,pix
4993,debito
4994,dinheiro
4995,credito
4996,credito
4997,pix
4998,boleto
4999,credito
5000,boleto
5001,debito
5002,credito
5003,credito
5004,pix
5005,credito
5006,credito
5007,dinheiro
5008,dinheiro
5009,pix
5010,debito
5011,pix
5012,credito
5013,credito
5014,credito
5015,pix
5016,boleto
5017,debito
5018,debito
5019,credito
5020,credito
5021,boleto
5022,debito
5023,credito
5024,debito
5025,credito
5026,boleto
5027,credito
5028,credito
5029,boleto
5030,debito
5031,credito
5032,pix
5033,credito
5034,pix
5035,dinheiro
5036,credito
5037,credito
5038,boleto
5039,credito
5040,credito
5041,credito
5042,debito
5043,debito
5044,pix
5045,pix
5046,debito
5047,debito
5048,dinheiro
5049,credito
5050,credito
5051,credito
5052,credito
5053,credito
5054,credito
5055,credito
5056,credito
5057,credito
5058,credito
5059,credito
5060,dinheiro
5061,credito
5062,credito
5063,debito
5064,debito
5065,credito
5066,credito
5067,credito
5068,debito
5069,credito
5070,credito
5071,pix
5072,pix
5073,boleto
5074,credito
5075,credito
5076,credito
5077,pix
5078,credito
5079,credito
5080,credito
5081,dinheiro
5082,credito
5083,pix
5084,credito
5085,boleto
5086,pix
5087,credito
5088,credito
5089,debito
5090,credito
5091,credito
5092,credito
5093,pix
5094,dinheiro
5095,credito
5096,credito
5097,credito
5098,credito
5099,pix
5100,credito
5101,boleto
5102,credito
5103,credito
5104,credito
5105,debito
5106,credito
5107,debito
5108,boleto
5109,credito
5110,debito
5111,credito
5112,pix
5113,pix
5114,pix
5115,credito
5116,credito
5117,credito
5118,pix
5119,credito
5120,credito
5121,dinheiro
5122,debito
5123,boleto
5124,credito
5125,pix
5126,debito
5127,debito
5128,credito
5129,credito
5130,credito
5131,credito
5132,credito
5133,credito
5134,credito
5135,pix
5136,boleto
5137,credito
5138,pix
5139,pix
5140,credito
5141,debito
5142,credito
5143,debito
5144,credito
5145,credito
5146,credito
5147,credito
5148,credito
5149,credito
5150,pix
5151,credito
5152,pix
5153,credito
5154,credito
5155,credito
5156,boleto
5157,credito
5158,credito
5159,debito
5160,pix
5161,credito
5162,debito
5163,credito
5164,dinheiro
5165,credito
5166,boleto
5167,dinheiro
5168,debito
5169,credito
5170,debito
5171,credito
5172,credito
5173,boleto
5174,credito
5175,debito
5176,credito
5177,credito
5178,debito
5179,credito
5180,credito
5181,credito
5182,credito
5183,dinheiro
5184,credito
5185,credito
5186,debito
5187,pix
5188,debito
5189,debito
5190,dinheiro
5191,credito
5192,credito
5193,credito
5194,credito
5195,credito
5196,credito
5197,boleto
5198,pix
5199,boleto
5200,credito
5201,credito
5202,credito
5203,credito
5204,credito
5205,pix
5206,credito
5207,pix
5208,pix
5209,credito
5210,dinheiro
5211,credito
5212,credito
5213,credito
5214,credito
5215,credito
5216,credito
5217,credito
5218,boleto
5219,credito
5220,credito
5221,credito
5222,pix
5223,credito
5224,credito
5225,credito
5226,dinheiro
5227,debito
5228,credito
5229,debito
5230,credito
5231,credito
5232,credito
5233,debito
5234,credito
5235,debito
5236,boleto
5237,pix
5238,credito
5239,credito
5240,debito
5241,pix
5242,debito
5243,credito
5244,pix
5245,boleto
5246,credito
5247,pix
5248,credito
5249,boleto
5250,credito
5251,credito
5252,credito
5253,dinheiro
5254,debito
5255,credito
5256,credito
5257,pix
5258,pix
5259,credito
5260,debito
5261,credito
5262,dinheiro
5263,credito
5264,credito
5265,credito
5266,credito
5267,pix
5268,credito
5269,pix
5270,credito
5271,credito
5272,debito
5273,credito
5274,credito
5275,credito
5276,credito
5277,credito
5278,credito
5279,pix
5280,credito
5281,credito
5282,credito
5283,credito
5284,credito
5285,credito
5286,credito
5287,credito
5288,credito
5289,debito
5290,credito
5291,pix
5292,credito
5293,credito
5294,debito
5295,credito
5296,credito
5297,credito
5298,pix
5299,credito
5300,credito
5301,credito
5302,pix
5303,credito
5304,credito
5305,credito
5306,credito
5307,boleto
5308,credito
5309,credito
5310,credito
5311,credito
5312,debito
5313,credito
5314,pix
5315,pix
5316,debito
5317,credito
5318,debito
5319,credito
5320,credito
5321,credito
5322,credito
5323,boleto
5324,credito
5325,credito
5326,credito
5327,boleto
5328,credito
5329,credito
5330,pix
5331,credito
5332,pix
5333,credito
5334,debito
5335,dinheiro
5336,credito
5337,debito
5338,boleto
5339,credito
5340,boleto
5341,dinheiro
5342,credito
5343,credito
5344,boleto
5345,credito
5346,credito
5347,credito
5348,credito
5349,credito
5350,credito
5351,credito
5352,dinheiro
5353,credito
5354,pix
5355,credito
5356,credito
5357,credito
5358,credito
5359,credito
5360,credito
5361,credito
5362,credito
5363,pix
5364,credito
5365,credito
5366,pix
5367,credito
5368,credito
5369,credito
5370,credito
5371,debito
5372,credito
5373,debito
5374,debito
5375,credito
5376,credito
5377,pix
5378,pix
5379,debito
5380,credito
5381,credito
5382,credito
5383,pix
5384,pix
5385,pix
5386,pix
5387,pix
5388,credito
5389,credito
5390,credito
5391,pix
5392,boleto
5393,credito
5394,debito
5395,debito
5396,credito
5397,debito
5398,pix
5399,pix
5400,credito
5401,credito
5402,credito
5403,boleto
5404,credito
5405,boleto
5406,credito
5407,pix
5408,credito
5409,debito
5410,credito
5411,credito
5412,credito
5413,debito
5414,pix
5415,credito
5416,credito
5417,credito
5418,debito
5419,credito
5420,debito
5421,debito
5422,pix
5423,boleto
5424,debito
5425,credito
5426,credito
5427,pix
5428,credito
5429,boleto
5430,credito
5431,credito
5432,credito
5433,credito
5434,credito
5435,debito
5436,debito
5437,pix
5438,boleto
5439,credito
5440,credito
5441,credito
5442,dinheiro
5443,credito
5444,credito
5445,credito
5446,dinheiro
5447,credito
5448,debito
5449,credito
5450,credito
5451,credito
5452,pix
5453,debito
5454,credito
5455,credito
5456,debito
5457,credito
5458,credito
5459,credito
5460,credito
5461,boleto
5462,credito
5463,debito
5464,credito
5465,pix
5466,credito
5467,credito
5468,credito
5469,credito
5470,pix
5471,credito
5472,pix
5473,credito
5474,credito
5475,credito
5476,debito
5477,credito
5478,credito
5479,credito
5480,pix
5481,pix
5482,credito
5483,credito
5484,debito
5485,boleto
5486,credito
5487,pix
5488,pix
5489,credito
5490,debito
5491,credito
5492,credito
5493,pix
5494,dinheiro
5495,debito
5496,credito
5497,debito
5498,dinheiro
5499,credito
5500,credito
5501,pix
5502,credito
5503,credito
5504,credito
5505,credito
5506,pix
5507,credito
5508,pix
5509,credito
5510,dinheiro
5511,credito
5512,credito
5513,credito
5514,credito
5515,credito
5516,debito
5517,credito
5518,credito
5519,debito
5520,credito
5521,credito
5522,credito
5523,pix
5524,credito
5525,dinheiro
5526,credito
5527,credito
5528,credito
5529,credito
5530,credito
5531,credito
5532,credito
5533,credito
5534,debito
5535,pix
5536,pix
5537,credito
5538,credito
5539,credito
5540,debito
5541,credito
5542,pix
5543,credito
5544,boleto
5545,dinheiro
5546,credito
5547,credito
5548,pix
5549,debito
5550,pix
5551,credito
5552,pix
5553,credito
5554,debito
5555,credito
5556,credito
5557,credito
5558,credito
5559,pix
5560,debito
5561,credito
5562,credito
5563,debito
5564,credito
5565,credito
5566,debito
5567,credito
5568,credito
5569,credito
5570,boleto
5571,credito
5572,credito
5573,credito
5574,credito
5575,pix
5576,credito
5577,pix
5578,pix
5579,credito
5580,boleto
5581,credito
5582,pix
5583,credito
5584,credito
5585,credito
5586,pix
5587,credito
5588,credito
5589,pix
5590,dinheiro
5591,credito
5592,credito
5593,credito
5594,credito
5595,credito
5596,credito
5597,pix
5598,debito
5599,pix
5600,credito
5601,credito
5602,debito
5603,credito
5604,credito
5605,credito
5606,credito
5607,debito
5608,credito
5609,pix
5610,credito
5611,credito
5612,credito
5613,credito
5614,credito
5615,pix
5616,credito
5617,dinheiro
5618,credito
5619,credito
5620,boleto
5621,credito
5622,credito
5623,credito
5624,credito
5625,credito
5626,dinheiro
5627,credito
5628,credito
5629,credito
5630,credito
5631,debito
5632,debito
5633,credito
5634,credito
5635,credito
5636,debito
5637,debito
5638,boleto
5639,credito
5640,pix
5641,pix
5642,credito
5643,pix
5644,pix
5645,pix
5646,debito
5647,credito
5648,credito
5649,credito
5650,credito
5651,debito
5652,credito
5653,dinheiro
5654,credito
5655,credito
5656,pix
5657,credito
5658,credito
5659,pix
5660,boleto
5661,credito
5662,credito
5663,credito
5664,credito
5665,credito
5666,credito
5667,boleto
5668,credito
5669,credito
5670,credito
5671,debito
5672,credito
5673,credito
5674,credito
5675,credito
5676,credito
5677,pix
5678,credito
5679,debito
5680,pix
5681,credito
5682,dinheiro
5683,credito
5684,credito
5685,credito
5686,credito
5687,boleto
5688,credito
5689,credito
5690,credito
5691,credito
5692,credito
5693,credito
5694,debito
5695,credito
5696,credito
5697,credito
5698,pix
5699,credito
5700,credito
5701,credito
5702,debito
5703,pix
5704,credito
5705,credito
5706,credito
5707,boleto
5708,debito
5709,dinheiro
5710,credito
5711,credito
5712,credito
5713,credito
5714,pix
5715,boleto
5716,boleto
5717,pix
5718,credito
5719,credito
5720,boleto
5721,boleto
5722,pix
5723,credito
5724,credito
5725,debito
5726,credito
5727,dinheiro
5728,credito
5729,debito
5730,pix
5731,credito
5732,credito
5733,credito
5734,boleto
5735,credito
5736,debito
5737,credito
5738,credito
5739,boleto
5740,credito
5741,credito
5742,credito
5743,boleto
5744,credito
5745,pix
5746,credito
5747,boleto
5748,credito
5749,debito
5750,credito
5751,dinheiro
5752,credito
5753,debito
5754,pix
5755,credito
5756,credito
5757,credito
5758,credito
5759,boleto
5760,credito
5761,credito
5762,credito
5763,credito
5764,credito
5765,credito
5766,credito
5767,credito
5768,dinheiro
5769,credito
5770,credito
5771,credito
5772,boleto
5773,dinheiro
5774,pix
5775,pix
5776,credito
5777,credito
5778,credito
5779,credito
5780,credito
5781,boleto
5782,boleto
5783,boleto
5784,credito
5785,boleto
5786,credito
5787,pix
5788,credito
5789,credito
5790,credito
5791,credito
5792,credito
5793,boleto
5794,pix
5795,debito
5796,credito
5797,credito
5798,credito
5799,credito
5800,dinheiro
5801,credito
5802,debito
5803,credito
5804,pix
5805,credito
5806,credito
5807,debito
5808,credito
5809,debito
5810,pix
5811,credito
5812,debito
5813,credito
5814,dinheiro
5815,credito
5816,credito
5817,credito
5818,pix
5819,credito
5820,debito
5821,pix
5822,boleto
5823,credito
5824,credito
5825,credito
5826,pix
5827,credito
5828,credito
5829,debito
5830,boleto
5831,credito
5832,credito
5833,dinheiro
5834,credito
5835,credito
5836,debito
5837,credito
5838,credito
5839,credito
5840,pix
5841,credito
5842,credito
5843,credito
5844,credito
5845,pix
5846,credito
5847,credito
5848,dinheiro
5849,boleto
5850,dinheiro
5851,pix
5852,boleto
5853,debito
5854,boleto
5855,credito
5856,credito
5857,credito
5858,debito
5859,credito
5860,credito
5861,credito
5862,credito
5863,credito
5864,credito
5865,credito
5866,debito
5867,credito
5868,pix
5869,pix
5870,debito
5871,pix
5872,dinheiro
5873,dinheiro
5874,credito
5875,boleto
5876,credito
5877,credito
5878,boleto
5879,boleto
5880,credito
5881,debito
5882,credito
5883,credito
5884,boleto
5885,credito
5886,credito
5887,credito
5888,credito
5889,credito
5890,dinheiro
5891,credito
5892,credito
5893,debito
5894,credito
5895,boleto
5896,credito
5897,pix
5898,credito
5899,credito
5900,credito
5901,credito
5902,credito
5903,boleto
5904,pix
5905,credito
5906,credito
5907,credito
5908,credito
5909,credito
5910,pix
5911,credito
5912,pix
5913,debito
5914,credito
5915,debito
5916,credito
5917,credito
5918,boleto
5919,pix
5920,pix
5921,credito
5922,credito
5923,pix
5924,boleto
5925,debito
5926,pix
5927,credito
5928,pix
5929,credito
5930,dinheiro
5931,debito
5932,pix
5933,credito
5934,debito
5935,boleto
5936,boleto
5937,credito
5938,credito
5939,credito
5940,credito
5941,dinheiro
5942,debito
5943,credito
5944,credito
5945,credito
5946,credito
5947,credito
5948,debito
5949,debito
5950,pix
5951,pix
5952,dinheiro
5953,credito
5954,credito
5955,credito
5956,credito
5957,credito
5958,credito
5959,credito
5960,credito
5961,credito
5962,pix
5963,credito
5964,pix
5965,debito
5966,credito
5967,dinheiro
5968,credito
5969,debito
5970,credito
5971,pix
5972,pix
5973,credito
5974,dinheiro
5975,pix
5976,credito
5977,credito
5978,credito
5979,credito
5980,pix
5981,dinheiro
5982,credito
5983,boleto
5984,credito
5985,credito
5986,dinheiro
5987,credito
5988,credito
5989,dinheiro
5990,credito
5991,credito
5992,dinheiro
5993,debito
5994,pix
5995,boleto
5996,debito
5997,pix
5998,debito
5999,credito
6000,credito
6001,credito
6002,pix
6003,dinheiro
6004,credito
6005,pix
6006,pix
6007,pix
6008,boleto
6009,credito
6010,pix
6011,credito
6012,debito
6013,credito
6014,credito
6015,credito
6016,boleto
6017,credito
6018,credito
6019,pix
6020,dinheiro
6021,credito
6022,dinheiro
6023,dinheiro
6024,credito
6025,boleto
6026,credito
6027,debito
6028,credito
6029,credito
6030,credito
6031,credito
6032,boleto
6033,credito
6034,credito
6035,pix
6036,credito
6037,credito
6038,pix
6039,credito
6040,credito
6041,pix
6042,credito
6043,credito
6044,credito
6045,pix
6046,boleto
6047,dinheiro
6048,credito
6049,credito
6050,credito
6051,credito
6052,credito
6053,credito
6054,credito
6055,credito
6056,credito
6057,debito
6058,credito
6059,credito
6060,credito
6061,credito
6062,credito
6063,pix
6064,credito
6065,boleto
6066,debito
6067,credito
6068,credito
6069,credito
6070,credito
6071,credito
6072,credito
6073,pix
6074,credito
6075,pix
6076,credito
6077,credito
6078,pix
6079,credito
6080,credito
6081,credito
6082,credito
6083,pix
6084,pix
6085,credito
6086,debito
6087,debito
6088,credito
6089,credito
6090,boleto
6091,credito
6092,credito
6093,credito
6094,credito
6095,dinheiro
6096,boleto
6097,debito
6098,credito
6099,credito
6100,credito
6101,credito
6102,credito
6103,debito
6104,debito
6105,credito
6106,credito
6107,pix
6108,credito
6109,credito
6110,dinheiro
6111,boleto
6112,boleto
6113,debito
6114,pix
6115,boleto
6116,dinheiro
6117,credito
6118,credito
6119,credito
6120,credito
6121,credito
6122,credito
6123,credito
6124,credito
6125,credito
6126,credito
6127,credito
6128,credito
6129,credito
6130,boleto
6131,boleto
6132,credito
6133,pix
6134,credito
6135,credito
6136,credito
6137,credito
6138,credito
6139,credito
6140,credito
6141,boleto
6142,pix
6143,credito
6144,pix
6145,credito
6146,debito
6147,boleto
6148,pix
6149,pix
6150,credito
6151,debito
6152,pix
6153,credito
6154,pix
6155,credito
6156,dinheiro
6157,credito
6158,credito
6159,credito
6160,credito
6161,pix
6162,pix
6163,pix
6164,debito
6165,pix
6166,credito
6167,credito
6168,credito
6169,credito
6170,dinheiro
6171,credito
6172,credito
6173,credito
6174,pix
6175,credito
6176,credito
6177,credito
6178,credito
6179,pix
6180,credito
6181,credito
6182,credito
6183,dinheiro
6184,credito
6185,credito
6186,pix
6187,boleto
6188,credito
6189,credito
6190,debito
6191,pix
6192,credito
6193,credito
6194,boleto
6195,dinheiro
6196,credito
6197,credito
6198,credito
6199,credito
6200,debito
6201,pix
6202,debito
6203,credito
6204,credito
6205,credito
6206,pix
6207,credito
6208,credito
6209,pix
6210,credito
6211,pix
6212,credito
6213,debito
6214,credito
6215,credito
6216,credito
6217,dinheiro
6218,boleto
6219,credito
6220,boleto
6221,credito
6222,credito
6223,pix
6224,credito
6225,credito
6226,credito
6227,pix
6228,credito
6229,credito
6230,credito
6231,credito
6232,credito
6233,boleto
6234,credito
6235,credito
6236,credito
6237,dinheiro
6238,credito
6239,credito
6240,credito
6241,credito
6242,boleto
6243,credito
6244,credito
6245,credito
6246,credito
6247,dinheiro
6248,credito
6249,credito
6250,debito
6251,credito
6252,debito
6253,credito
6254,credito
6255,credito
6256,boleto
6257,credito
6258,credito
6259,boleto
6260,credito
6261,credito
6262,credito
6263,credito
6264,pix
6265,credito
6266,credito
6267,pix
6268,credito
6269,debito
6270,credito
6271,credito
6272,credito
6273,credito
6274,credito
6275,credito
6276,dinheiro
6277,credito
6278,credito
6279,credito
6280,debito
6281,dinheiro
6282,credito
6283,credito
6284,dinheiro
6285,boleto
6286,credito
6287,credito
6288,credito
6289,dinheiro
6290,dinheiro
6291,credito
6292,credito
6293,dinheiro
6294,credito
6295,credito
6296,credito
6297,boleto
6298,pix
6299,credito
6300,credito
6301,credito
6302,credito
6303,credito
6304,boleto
6305,debito
6306,credito
6307,credito
6308,credito
6309,credito
6310,credito
6311,credito
6312,credito
6313,pix
6314,pix
6315,debito
6316,credito
6317,debito
6318,boleto
6319,credito
6320,pix
6321,credito
6322,credito
6323,credito
6324,boleto
6325,credito
6326,credito
6327,credito
6328,pix
6329,boleto
6330,boleto
6331,credito
6332,credito
6333,credito
6334,credito
6335,credito
6336,credito
6337,boleto
6338,credito
6339,pix
6340,dinheiro
6341,credito
6342,credito
6343,credito
6344,credito
6345,pix
6346,debito
6347,pix
6348,dinheiro
6349,credito
6350,credito
6351,credito
6352,credito
6353,credito
6354,credito
6355,dinheiro
6356,credito
6357,dinheiro
6358,credito
6359,credito
6360,debito
6361,credito
6362,credito
6363,credito
6364,credito
6365,credito
6366,credito
6367,credito
6368,dinheiro
6369,boleto
6370,debito
6371,credito
6372,credito
6373,debito
6374,credito
6375,boleto
6376,credito
6377,debito
6378,boleto
6379,credito
6380,credito
6381,debito
6382,credito
6383,credito
6384,credito
6385,credito
6386,debito
6387,credito
6388,credito
6389,debito
6390,credito
6391,credito
6392,pix
6393,boleto
6394,debito
6395,boleto
6396,credito
6397,boleto
6398,debito
6399,credito
6400,credito
6401,dinheiro
6402,boleto
6403,credito
6404,credito
6405,debito
6406,dinheiro
6407,credito
6408,credito
6409,debito
6410,debito
6411,debito
6412,credito
6413,pix
6414,credito
6415,credito
6416,credito
6417,dinheiro
6418,credito
6419,credito
6420,boleto
6421,pix
6422,pix
6423,credito
6424,credito
6425,credito
6426,credito
6427,pix
6428,credito
6429,credito
6430,credito
6431,debito
6432,credito
6433,debito
6434,credito
6435,credito
6436,pix
6437,credito
6438,credito
6439,credito
6440,debito
6441,debito
6442,credito
6443,dinheiro
6444,credito
6445,pix
6446,credito
6447,credito
6448,credito
6449,credito
6450,credito
6451,dinheiro
6452,credito
6453,pix
6454,credito
6455,boleto
6456,credito
6457,debito
6458,credito
6459,boleto
6460,debito
6461,debito
6462,boleto
6463,credito
6464,boleto
6465,credito
6466,credito
6467,pix
6468,credito
6469,credito
6470,dinheiro
6471,debito
6472,credito
6473,boleto
6474,pix
6475,debito
6476,credito
6477,debito
6478,pix
6479,credito
6480,credito
6481,credito
6482,credito
6483,credito
6484,debito
6485,credito
6486,dinheiro
6487,credito
6488,credito
6489,credito
6490,credito
6491,debito
6492,credito
6493,credito
6494,dinheiro
6495,pix
6496,boleto
6497,credito
6498,credito
6499,credito
6500,credito
6501,pix
6502,credito
6503,credito
6504,credito
6505,credito
6506,pix
6507,credito
6508,credito
6509,credito
6510,credito
6511,boleto
6512,dinheiro
6513,credito
6514,credito
6515,credito
6516,credito
6517,pix
6518,credito
6519,pix
6520,pix
6521,credito
6522,dinheiro
6523,debito
6524,credito
6525,credito
6526,pix
6527,credito
6528,credito
6529,credito
6530,credito
6531,credito
6532,credito
6533,credito
6534,credito
6535,dinheiro
6536,credito
6537,credito
6538,credito
6539,credito
6540,credito
6541,pix
6542,pix
6543,credito
6544,pix
6545,pix
6546,pix
6547,credito
6548,dinheiro
6549,boleto
6550,credito
6551,credito
6552,credito
6553,credito
6554,credito
6555,pix
6556,credito
6557,debito
6558,credito
6559,pix
6560,credito
6561,credito
6562,boleto
6563,pix
6564,debito
6565,pix
6566,debito
6567,credito
6568,credito
6569,credito
6570,pix
6571,credito
6572,debito
6573,credito
6574,credito
6575,credito
6576,boleto
6577,credito
6578,credito
6579,credito
6580,credito
6581,boleto
6582,credito
6583,debito
6584,credito
6585,credito
6586,credito
6587,debito
6588,pix
6589,credito
6590,debito
6591,credito
6592,credito
6593,boleto
6594,credito
6595,credito
6596,credito
6597,credito
6598,pix
6599,credito
6600,credito
6601,pix
6602,pix
6603,credito
6604,credito
6605,boleto
6606,credito
6607,boleto
6608,credito
6609,debito
6610,credito
6611,credito
6612,credito
6613,credito
6614,credito
6615,credito
6616,pix
6617,debito
6618,credito
6619,credito
6620,credito
6621,credito
6622,credito
6623,credito
6624,credito
6625,credito
6626,credito
6627,credito
6628,pix
6629,credito
6630,credito
6631,credito
6632,credito
6633,credito
6634,credito
6635,pix
6636,credito
6637,credito
6638,credito
6639,boleto
6640,debito
6641,boleto
6642,credito
6643,credito
6644,credito
6645,credito
6646,boleto
6647,credito
6648,credito
6649,debito
6650,pix
6651,pix
6652,credito
6653,pix
6654,credito
6655,credito
6656,credito
6657,credito
6658,credito
6659,pix
6660,credito
6661,credito
6662,debito
6663,credito
6664,credito
6665,credito
6666,boleto
6667,credito
6668,credito
6669,credito
6670,credito
6671,credito
6672,credito
6673,credito
6674,boleto
6675,pix
6676,credito
6677,credito
6678,credito
6679,credito
6680,boleto
6681,credito
6682,credito
6683,credito
6684,credito
6685,debito
6686,debito
6687,debito
6688,credito
6689,debito
6690,boleto
6691,credito
6692,credito
6693,boleto
6694,dinheiro
6695,debito
6696,credito
6697,boleto
6698,debito
6699,pix
6700,credito
6701,pix
6702,debito
6703,credito
6704,credito
6705,credito
6706,credito
6707,credito
6708,debito
6709,credito
6710,credito
6711,credito
6712,credito
6713,pix
6714,credito
6715,boleto
6716,credito
6717,pix
6718,credito
6719,credito
6720,credito
6721,debito
6722,credito
6723,dinheiro
6724,credito
6725,credito
6726,debito
6727,credito
6728,credito
6729,credito
6730,credito
6731,pix
6732,credito
6733,debito
6734,credito
6735,debito
6736,credito
6737,boleto
6738,credito
6739,boleto
6740,credito
6741,debito
6742,credito
6743,credito
6744,pix
6745,credito
6746,credito
6747,pix
6748,credito
6749,pix
6750,credito
6751,credito
6752,boleto
6753,pix
6754,pix
6755,pix
6756,credito
6757,pix
6758,dinheiro
6759,credito
6760,debito
6761,credito
6762,credito
6763,credito
6764,pix
6765,credito
6766,credito
6767,debito
6768,boleto
6769,credito
6770,pix
6771,credito
6772,debito
6773,debito
6774,pix
6775,credito
6776,credito
6777,credito
6778,credito
6779,credito
6780,credito
6781,credito
6782,pix
6783,credito
6784,credito
6785,credito
6786,pix
6787,credito
6788,credito
6789,credito
6790,credito
6791,credito
6792,pix
6793,boleto
6794,credito
6795,pix
6796,credito
6797,debito
6798,debito
6799,debito
6800,pix
6801,pix
6802,credito
6803,pix
6804,pix
6805,debito
6806,debito
6807,credito
6808,credito
6809,credito
6810,credito
6811,credito
6812,credito
6813,credito
6814,credito
6815,pix
6816,credito
6817,debito
6818,credito
6819,credito
6820,credito
6821,credito
6822,boleto
6823,credito
6824,credito
6825,credito
6826,credito
6827,debito
6828,credito
6829,credito
6830,credito
6831,debito
6832,debito
6833,credito
6834,credito
6835,credito
6836,credito
6837,boleto
6838,credito
6839,pix
6840,credito
6841,debito
6842,credito
6843,credito
6844,debito
6845,credito
6846,pix
6847,debito
6848,credito
6849,credito
6850,credito
6851,credito
6852,pix
6853,boleto
6854,boleto
6855,pix
6856,debito
6857,credito
6858,debito
6859,credito
6860,pix
6861,credito
6862,debito
6863,debito
6864,debito
6865,credito
6866,credito
6867,credito
6868,credito
6869,pix
6870,credito
6871,credito
6872,pix
6873,pix
6874,credito
6875,debito
6876,credito
6877,debito
6878,credito
6879,credito
6880,credito
6881,credito
6882,credito
6883,credito
6884,pix
